job_title,level_job,job_type,annual_salary_usd,benefits,onsite_remote,category_job,company,location,skills,country,region
Data Engineer,Senior,Full Time,147500.0,"Career development,Flat hierarchy",onsite,,,APAC,"Agile, Airflow, AWS, CI/CD, Crypto, Data warehouse, DevOps",,
Senior Consultant BI /Data Quality,Entry,Full Time,56000.0,Career development,onsite,,, Belgium,"Data management, Data quality, Informatica, SQL",Belgium,World
Machine Learning Research Engineer,Mid,Full Time,215000.0,"401(k) matching,Career development,Conferences,Equity,Flex hours",onsite,,, United States,"Architecture, Computer Science, CUDA, Deep Learning, HPC, LLMs, Machine Learning",United States,World
Junior ESG Research Analyst Â French and another RepRisk language,Entry,Full Time,56000.0,"Career development,Flex hours,Startup environment",onsite,,, Germany,"Machine Learning, Research",Germany,World
"Senior Data Engineer, Analytics",Senior,Full Time,147500.0,Salary bonus,onsite,,, India,"Airflow, Architecture, Business Intelligence, Computer Science, Data analysis, Data governance, Data management",India,World
Stage - Data Engineer/ Data Scientist,Entry,Full Time,97000.0,,onsite,,, France,"Agile, Elasticsearch, Machine Learning, MongoDB, MySQL, Python",France,World
Senior Data Scientist,Senior,Full Time,180000.0,"Career development,Competitive pay,Medical leave,Parental leave",onsite,,, California,"Computer Science, Data analysis, E-commerce, Engineering, Feature engineering, Finance, Machine Learning",,
Technical Project Manager AI/ML,Senior,Full Time,78500.0,"Career development,Team events",onsite,,, India,"Agile, Architecture, AWS, Azure, Big Data, Bitbucket, Blockchain",India,World
Senior ML Infra Engineer,Senior,Full Time,170000.0,Team events,remote,,,,"CI/CD, Computer Science, Computer Vision, Data pipelines, Engineering, Git, GitHub",,
Risk Data Scientist,Entry,Full Time,69500.0,"Career development,Competitive pay,Equity,Flex hours,Startup environment",onsite,,, Netherlands,"AWS, Azure, Big Data, Consulting, Consulting firm, Credit risk, CX",Netherlands,World
"PreMaster - Strategie und Transformation, Big Data und Applikation bei Bosch eBike Systems",Entry,Full Time,56000.0,,onsite,,, Germany,"Big Data, Data Analytics",Germany,World
Data Engineer,Mid,Full Time,96500.0,"Career development,Competitive pay,Flex hours,Flex vacation,Relocation support",remote,,, Remote,"Agile, Architecture, AWS, Business Intelligence, Computer Science, Data management, Data warehouse",,
Project Manager AI/ML,Executive,Full Time,93000.0,"Career development,Team events",onsite,,, India,"Agile, Computer Vision, Engineering, Machine Learning, NLP, R, Research",India,World
"Data Engineer II, Analytics",Senior,Full Time,147500.0,Salary bonus,onsite,,, India,"Airflow, Architecture, Business Intelligence, Computer Science, Data analysis, Data governance, Data management",India,World
Staff Data Scientist - Marketing,Senior,Full Time,207000.0,"Career development,Cell phone stipend,Competitive pay,Equity,Gear",onsite,,, United States,"A/B testing, Causal inference, Clustering, Data Analytics, Machine Learning, Python, Statistics",United States,World
Senior Data Engineer ( Remote US),Senior,Full Time,147500.0,"Career development,Competitive pay,Equity,Flex hours,Flex vacation",remote,,,Remote,"Architecture, AWS, BigQuery, CSV, Data governance, Data warehouse, Docker",,
Machine Learning Engineer (Electricity Trading Domain),Mid,Full Time,104500.0,"Career development,Competitive pay,Salary bonus",onsite,,, Greece,"Agile, Big Data, Computer Science, Machine Learning, ML models, Python, Research",Greece,World
NLP - Natural Language Processing Engineer (H/F),Entry,Full Time,56000.0,"Health care,Team events",onsite,,, France,"Linux, NLP, Perl, Python, R, R&D",France,World
"Data Quality Analyst - Experian Health - (Strong SQL writing ability required, 100% REMOTE)",Senior,Full Time,88500.0,"401(k) matching,Competitive pay,Equity,Flex vacation,Health care",onsite,,, United States,"Agile, Computer Science, Data analysis, Data quality, RDBMS, Research, Scrum",United States,World
Manager Data Analyst,Mid,Full Time,98500.0,,onsite,,,Bengaluru,"Data Analytics, Data visualization, Engineering, Excel, Machine Learning, Python, R",,
Data Integration Engineer,N/A,Full Time,80500.0,"401(k) matching,Career development,Competitive pay,Equity,Flex hours",remote,,,Remote,"Excel, Git, Jira, MySQL, Oracle, Pandas, PostgreSQL",,
Insurance Technology Analyst- Data Operations,Senior,Full Time,,"Competitive pay,Equity,Health care,Salary bonus",onsite,,, PA,"Consulting, Data Analytics, DataOps, SQL, Testing",,
Machine Learning Engineer,Mid,Full Time,275000.0,"Career development,Health care,Insurance,Medical leave,Parental leave",onsite,,, United States,"Agile, Architecture, Computer Science, Data pipelines, Engineering, ETL, Excel",United States,World
Sr. Data Analyst - Customer Enablement,Senior,Full Time,111000.0,"Career development,Equity,Health care,Salary bonus,Unlimited paid time off",remote,,, US,"Architecture, Business Intelligence, Data analysis, Data Analytics, Data governance, Data visualization, Jira",,
Associate Data Analyst II,Mid,Full Time,98500.0,"Career development,Equity,Flex hours,Flex vacation,Team events",onsite,,,Cape Town,"Avro, Big Data, BigQuery, Business Intelligence, Computer Science, CSV, Data analysis",,
Data Scientist,Mid,Full Time,88000.0,"Career development,Startup environment",onsite,,, United Kingdom,"Business Intelligence, Data management, Data pipelines, Data quality, Pipelines, PostgreSQL, Power BI",United Kingdom,World
AI/ML application Architect,Senior,Full Time,88500.0,,onsite,,, Netherlands,"Architecture, Engineering, Feature engineering, Machine Learning, PyTorch, SDLC, Security",Netherlands,World
"Senior Business Data Analyst - India, Remote",Senior,Full Time,49500.0,"Home office stipend,Team events",remote,,, Remote,"Athena, AWS, Data governance, Engineering, ETL, Finance, MS SQL",,
Data Scientist (Remote USA ONLY),Senior,Full Time,157000.0,"401(k) matching,Competitive pay,Equity,Flex hours,Flex vacation",onsite,,, United States,"Computer Science, Data analysis, Linux, Mathematics, Python, Research, SAS",United States,World
Localization Media Resources (Data Operations) Manager/LMR (??? ?????) ???,Mid,Full Time,64500.0,Career development,onsite,,, Republic of,"DataOps, Excel",,
Data Quality Analyst - Remote,Entry,Full Time,44500.0,"Career development,Competitive pay,Flex hours,Home office stipend",onsite,,, India,"Big Data, Data analysis, Data quality, Excel, Kibana, Machine Learning, ML models",India,World
Customer Master Data Analyst,Entry,Full Time,53000.0,"Career development,Flex hours,Flex vacation,Health care,Relocation support",onsite,,, Romania,"CX, Data quality, Finance, Spark",Romania,World
"Manager, Cloud Data Operations",Senior,Full Time,88500.0,"401(k) matching,Career development,Flex hours,Flex vacation,Health care",onsite,,,Anywhere in the US,"Architecture, AWS, Azure, Big Data, Computer Science, Data Analytics, Databricks",,
Head of Data Engineering,Mid,Full Time,96500.0,"Career development,Equity,Flex hours,Flex vacation,Health care",onsite,,, United Kingdom,"Airflow, AWS, Computer Science, Engineering, Finance, GitLab, Machine Learning",United Kingdom,World
Software Engineer - Autonomous Maritime Vehicles,Senior,Full Time,135000.0,"Career development,Competitive pay,Flex hours,Flex vacation,Health care",onsite,,, United States,"Agile, Architecture, Computer Science, Data analysis, Engineering, Excel, Pipelines",United States,World
Senior Data Engineer - Houston (in-office 2-3 days per week),Senior,Full Time,,"Flex hours,Flex vacation,Parental leave,Startup environment",onsite,,, United States,"Agile, Ansible, Architecture, Azure, CI/CD, Computer Science, Consulting",United States,World
Senior Data Scientist,Senior,Full Time,157000.0,"Equity,Fitness / gym,Flex hours,Health care,Home office stipend",onsite,,,Sydney,"Blockchain, Crypto, Data analysis, Engineering, Research, SQL, Statistics",,
"Data Quality Analyst - Experian Health - Strong SQL writing ability required, 100% REMOTE (NOT HYBRID)",Senior,Full Time,88500.0,"401(k) matching,Competitive pay,Equity,Flex vacation,Health care",onsite,,, United States,"Agile, Computer Science, Data analysis, Data quality, RDBMS, Research, Scrum",United States,World
Junior/Mid/Senior Data Analyst (Pricing),Entry,Full Time,53000.0,"Career development,Lunch / meals",onsite,,, Poland,"Data Analytics, Data Studio, GCP, KPIs, Machine Learning, Python, SQL",Poland,World
Data Analyst,Mid,Full Time,98500.0,"Equity,Insurance,Startup environment",onsite,,,Sydney,"Data analysis, Data Analytics, Engineering, Looker, Mathematics, Metabase, R",,
Risk and Data Analyst,Entry,Full Time,53000.0,,onsite,,, Mauritius,"Agile, Data management, Excel, Finance",Mauritius,World
Cloud Data Operations Engineer,Senior,Full Time,80000.0,"401(k) matching,Career development,Flex hours,Flex vacation,Health care",onsite,,,Anywhere in the US,"AWS, Azure, Big Data, Computer Science, Data analysis, Data Analytics, Databricks",,
Data Engineer,Senior,Full Time,147500.0,Career development,onsite,,, Norway,"AWS, Banking, Blockchain, Crypto, Databricks, Docker, Spark",Norway,World
Big Data Engineer (Scala-Spark),Senior,Full Time,45000.0,"Flex hours,Health care",onsite,,, Pakistan,"Agile, Big Data, BigQuery, Data pipelines, Data warehouse, ETL, GCP",Pakistan,World
Data Engineer,Mid,Full Time,96500.0,"Flex vacation,Startup environment,Team events",onsite,,, United Kingdom,"ASR, AWS, Data pipelines, Data warehouse, Engineering, Pipelines, Python",United Kingdom,World
Senior Cloud Data Operations Engineer,Senior,Full Time,80000.0,"401(k) matching,Career development,Flex hours,Flex vacation,Health care",onsite,,,Anywhere in the US,"Architecture, AWS, Azure, Big Data, Computer Science, Data analysis, Data Analytics",,
"Senior Data Scientist, EHR",Senior,Full Time,157000.0,"Career development,Health care",onsite,,,Singapore,"Computer Science, Data analysis, EDA, Engineering, Machine Learning, Mathematics, NLP",Singapore,World
"Product Manager, Machine Learning Platforms",Senior,Full Time,98500.0,"Career development,Team events",onsite,,, MA,"Architecture, CX, Engineering, Machine Learning, Privacy, Testing, UX",,
Analytics Engineer,Senior,Full Time,147000.0,"Career development,Competitive pay,Fitness / gym,Flex hours,Flex vacation",onsite,,,Lisbon,"Business Intelligence, Computer Science, Consulting, Data governance, Data strategy, Data visualization, Data Warehousing",,
Lead Research Scientist - Neural Rendering,Entry,Full Time,106000.0,"Career development,Competitive pay,Equity,Health care,Insurance",onsite,,, United Kingdom,"Computer Vision, Deep Learning, Machine Learning, NeurIPS, PyTorch, Research, TensorFlow",United Kingdom,World
Senior Analytics Engineer,Senior,Full Time,147000.0,Career development,onsite,,, MA,"Agile, Architecture, Data quality, Data warehouse, Engineering, ETL, Mathematics",,
Data analyst SAS H/F,Entry,Full Time,53000.0,,onsite,,, France,"Architecture, AWS, Azure, Consulting, GCP, Qlik, SAS",France,World
Senior Back-end Developer - Computer Vision,Senior,Full Time,88500.0,"Career development,Competitive pay",onsite,,, Slovenia,"Agile, Architecture, AWS, Azure, CI/CD, Computer Science, Computer Vision",Slovenia,World
"Director, Machine Learning",Executive,Full Time,93000.0,Flex vacation,onsite,,, India,"ASR, Engineering, GCP, Golang, GraphQL, JavaScript, Kubernetes",India,World
Data Engineer (Java),Senior,Full Time,147500.0,Career development,onsite,,, Norway,"AWS, Banking, Blockchain, Crypto, Databricks, Docker, Spark",Norway,World
"Senior Scientist, Assay and Biology Data Scientist",Mid,Full Time,88000.0,,onsite,,, United Kingdom,"Biology, Chemistry, Data analysis, Data quality, Drug discovery, Excel, Research",United Kingdom,World
Junior Data Scientist,Entry,Full Time,69500.0,,onsite,,, Switzerland,"Banking, Computer Science, Data Analytics, Finance, Machine Learning, Mathematics, ML models",Switzerland,World
"Sr. Engineer / Lead Engineer, AI ML Implementations",Senior,Full Time,98500.0,"401(k) matching,Career development,Flex vacation,Health care,Parental leave",onsite,,,United States,"Azure, Computer Science, Kibana, Machine Learning, NLP, Privacy, Python",United States,World
Senior Data Engineer (Remote US),Senior,Full Time,148500.0,"Flex vacation,Health care,Insurance,Medical leave,Parental leave",remote,,,,"Architecture, Databricks, Data warehouse, E-commerce, Engineering, ETL, Jupyter",,
Senior Analyst-Applied Data Science,Senior,Full Time,78500.0,"Competitive pay,Team events",onsite,,, India,"CX, Engineering, Excel, GitHub, R, SQL, Statistics",India,World
Senior ETL Engineer II,Senior,Full Time,69000.0,"Career development,Equity,Flex hours,Flex vacation,Team events",onsite,,,Cape Town,"Airflow, Big Data, BigQuery, Business Intelligence, Computer Science, Databricks, Dataflow",,
[EA] AI Intern (Artificial Intelligence),Entry,Full Time,,"Career development,Flex hours,Health care,Salary bonus,Startup environment",onsite,,, Vietnam,"Caffe, Computer Science, Computer Vision, Consulting, Deep Learning, Economics, Engineering",Vietnam,World
Lead Data Engineer,Executive,Full Time,131500.0,"Career development,Startup environment",onsite,,, India,"Agile, Angular, APIs, Architecture, Big Data, Clustering, Computer Science",India,World
Machine Learning Engineer/DevOps Engineer,Entry,Full Time,69000.0,"Career development,Competitive pay,Equity,Flex hours,Startup environment",onsite,,, Netherlands,"Ansible, APIs, Architecture, AWS, Azure, Computer Science, Consulting",Netherlands,World
"Senior II Software Engineer, Machine Learning Platform",Senior,Full Time,,"Career development,Competitive pay,Equity,Fertility benefits,Flex hours",onsite,,, CA,"APIs, Distributed Systems, Engineering, Machine Learning, Mathematics, ML models, Model training",,
(Senior) Energy Data Scientist,Senior,Full Time,157000.0,,onsite,,, Netherlands,"Consulting, CX",Netherlands,World
"Machine Learning Compiler Engineer , Neuron Compiler",Senior,Full Time,197500.0,"Career development,Conferences,Equity,Startup environment",onsite,,, USA,"Architecture, AWS, Computer Science, Deep Learning, Engineering, Machine Learning, MXNet",,
Data Analyst,Mid,Full Time,,"Flex hours,Health care,Salary bonus,Team events",onsite,,, United Kingdom,"Business Intelligence, Data analysis, Finance, KPIs, Power BI, SQL, SSIS",United Kingdom,World
Data Engineer,Senior,Full Time,150000.0,"Competitive pay,Startup environment,Team events",onsite,,, United States,"Airflow, APIs, AWS, Azure, Data Analytics, Data pipelines, Engineering",United States,World
Digital Data Analyst,Entry,Full Time,80000.0,"Flex hours,Flex vacation,Health care,Insurance,Team events",onsite,,, United States,"APIs, Data Analytics, Data Studio, Data visualization, JavaScript, Tableau",United States,World
Assistant Manager - MIS / Data Analysis,N/A,Full Time,71500.0,,onsite,,, India,"Banking, Data analysis, Finance, Power BI",India,World
Remote Business Intelligence Engineer,Mid,Full Time,72500.0,"Career development,Competitive pay,Health care,Insurance,Startup environment",remote,,, Remote,"Architecture, Azure, Business Intelligence, Computer Science, Data Analytics, Data pipelines, Data visualization",,
Junior ESG Research Analyst Â Mandarin,Entry,Full Time,56000.0,"Career development,Flex hours,Startup environment",onsite,,, Germany,"Machine Learning, Research",Germany,World
Data Analyst,Entry,Full Time,53000.0,"401(k) matching,Career development,Flex hours,Flex vacation,Health care",onsite,,, United States,"Data analysis, Data Analytics, Engineering, Finance, Mathematics, Python, Spotfire",United States,World
Lead ETL Engineer (UK),Mid,Full Time,58500.0,"Career development,Equity,Flex hours,Flex vacation,Home office stipend",remote,,, United Kingdom,"APIs, AWS, Azure, Engineering, ETL, SQL",United Kingdom,World
Data Engineer,Senior,Full Time,147500.0,Career development,onsite,,,Ireland,"Airflow, Data pipelines, Engineering, Hadoop, Machine Learning, Pipelines, Python",Ireland,World
Data Engineer- Power BI,Senior,Full Time,147500.0,"Career development,Competitive pay,Flex hours,Flex vacation,Salary bonus",remote,,,Remote in Philippines,"Azure, Business Intelligence, Computer Science, Data quality, Engineering, Excel, Power BI",Philippines,World
REF37425Y - Associate Director - Data Engineering (Snowflake Architect),Mid,Full Time,96500.0,"Career development,Startup environment",onsite,,, India,"APIs, Architecture, Avro, AWS, Azure, Banking, Business Intelligence",India,World
Principal Data Engineer,Senior,Full Time,78500.0,"Career development,Insurance,Team events",onsite,,, India,"APIs, AWS, Big Data, Business Intelligence, CI/CD, Computer Science, Databricks",India,World
"Sr. Analyst, Data Quality (Direct-to-Consumer)",Senior,Full Time,90000.0,"Career development,Equity,Health care,Insurance,Medical leave",onsite,,, United States,"Agile, Architecture, BigQuery, Data analysis, Data Analytics, Data governance, Data quality",United States,World
Senior Data Scientist,Senior,Full Time,157000.0,"Career development,Health care",onsite,,,Singapore,"Computer Science, Data analysis, Engineering, Machine Learning, Mathematics, ML models, Predictive modeling",Singapore,World
Senior Data Scientist: NLP,Mid,Full Time,88000.0,"Career development,Equity,Flex hours,Flex vacation,Salary bonus",remote,,, Remote,"Airflow, Banking, Big Data, Classification, Clustering, Consulting, Excel",,
Applied Scientist - Computer Vision/Neural Rendering,Mid,Full Time,194500.0,"Career development,Competitive pay,Equity,Health care,Insurance",onsite,,, United Kingdom,"Computer Vision, Deep Learning, GANs, ICML, Machine Learning, NeurIPS, Python",United Kingdom,World
Senior Associate Data Engineering,Mid,Full Time,,"Flex hours,Flex vacation,Parental leave",onsite,,, United States,"Agile, Consulting, CX, Engineering",United States,World
Data Scientist Assistant Â Stage Juillet 2023 (F/H/NB),Entry,Full Time,,,onsite,,, France,"Clustering, NLP, Pandas, Python, SQL",France,World
Data Engineer Consultant,Entry,Full Time,56000.0,Startup environment,onsite,,, Netherlands,"APIs, Architecture, AWS, Azure, Big Data, CI/CD, Consulting",Netherlands,World
Manager-Applied Data Scientist,Senior,Full Time,113500.0,"Competitive pay,Team events",onsite,,, India,"CX, Data analysis, Engineering, Excel, Hadoop, Python, SQL",India,World
Associate Data Analyst,Mid,Full Time,98500.0,"Career development,Flex vacation,Health care,Wellness",onsite,,, Boston,"Data analysis, Data Studio, Python, SQL, Testing",,
Data Scientist,N/A,Full Time,131000.0,"Career development,Health care",onsite,,,Singapore,"Computer Science, Data analysis, Engineering, Machine Learning, Mathematics, ML models, Predictive modeling",Singapore,World
Intern - Data Engineering,Entry,Internship,,,onsite,,, United States,"Azure, Business Intelligence, Computer Science, Data Mining, Engineering, Excel, Git",United States,World
Senior Growth Data Analyst,Senior,Full Time,111000.0,"Career development,Flex hours,Flex vacation,Health care,Medical leave",remote,,, Remote,"Athena, AWS, ETL, Git, JavaScript, Python, QuickSight",,
"Software Engineer, Autonomy 4, Machine Learning",Senior,Full Time,98500.0,"Career development,Team events",onsite,,, VA,"Agile, Architecture, Autonomous Driving, Engineering, Lidar, Linear algebra, Linux",,
"Manager, Sales Data Engineering",Senior,Full Time,147500.0,"Career development,Startup environment",remote,,, Remote,"Airflow, Architecture, Big Data, Distributed Systems, Docker, Engineering, Kubernetes",,
Data Scientist,Mid,Full Time,88000.0,Career development,onsite,,, United Kingdom,"A/B testing, Classification, Computer Science, Credit risk, Economics, Finance, FinTech",United Kingdom,World
Lead Machine Learning Engineer,Senior,Full Time,,"401(k) matching,Career development,Competitive pay,Equity,Flex hours",onsite,,, IL USA,"Agile, APIs, AWS, CI/CD, Deep Learning, Distributed Systems, Engineering",,
Data Analyst,Senior,Full Time,97500.0,"Career development,Equity,Flex vacation,Health care,Home office stipend",onsite,,, TX,"Amplitude, AWS, Computer Science, Data analysis, Data Analytics, Data pipelines, E-commerce",,
"Senior Data Scientist, Product",Senior,Full Time,200000.0,"Career development,Equity",onsite,,, BC,"CAD, Causal inference, Computer Science, Data warehouse, Engineering, Genetics, Machine Learning",,
Test Data Operations Manager,Senior,Full Time,98500.0,Salary bonus,onsite,,, CA,"Architecture, DataOps, Engineering, Research, Robotics, SQL",,
"Data Analyst (Bangkok Based, Relocation Provided)",Mid,Full Time,98500.0,Career development,onsite,,,Bangkok,"A/B testing, Banking, Business Intelligence, Computer Science, Consulting, Data analysis, Data Analytics",,
Senior Consultant - Data Science & Analytics,Senior,Full Time,88500.0,"Career development,Competitive pay,Flex hours,Health care,Salary bonus",onsite,,, United Kingdom,"Banking, Big Data, Computer Science, Consulting, Consulting firm, Data analysis, Data Analytics",United Kingdom,World
"Data Scientist I, Product Analytics",Entry,Full Time,133000.0,"Equity,Health care,Insurance,Medical leave,Parental leave",remote,,,Remote,"Economics, Python, SQL",,
"Staff Software Engineer, AI",Senior,Full Time,70500.0,"Competitive pay,Equity,Startup environment",remote,,, India,"CX, Engineering, Finance, Machine Learning, Research",India,World
Data Engineer,N/A,Full Time,133500.0,"Career development,Flex hours,Flex vacation,Startup environment,Team events",onsite,,, Thailand,"AWS, Azure, Banking, Big Data, Computer Science, Computer Vision, Engineering",Thailand,World
Senior Machine Learning Engineer,Senior,Full Time,166000.0,Transparency,onsite,,, United Kingdom,"AWS, Computer Science, Deep Learning, Docker, Engineering, Helm, Kanban",United Kingdom,World
"Data Analyst, Strategic Partnerships( Bangkok based)",Mid,Full Time,98500.0,"Career development,Startup environment",onsite,,,Bangkok,"A/B testing, Business Intelligence, Computer Science, Consulting, Data analysis, Data Analytics, Data Mining",,
Data Engineer,Senior,Full Time,147500.0,Insurance,onsite,,, Toronto,"Agile, Architecture, AWS, Azure, Banking, Big Data, Consulting",,
Senior Software Engineer - ML Platform,Senior,Full Time,78500.0,"Career development,Salary bonus",onsite,,,Bengaluru,"Airflow, APIs, Architecture, Athena, AWS, CI/CD, Classification",,
"Enterprise Manager, Big Data / AI",Senior,Full Time,78500.0,"Career development,Health care,Insurance,Medical leave,Parental leave",onsite,,, India,"Architecture, Banking, Big Data, Consulting, Databricks, Data warehouse, Engineering",India,World
Senior Data Engineer,Senior,Full Time,182500.0,"Career development,Equity,Gear,Health care,Home office stipend",onsite,,,Anywhere in US,"Airflow, AWS, CI/CD, Data governance, Data pipelines, Data quality, Data Warehousing",,
"Senior People Data Analyst (Bangkok Based, relocation provided)",Senior,Full Time,111000.0,"Career development,Startup environment,Travel",onsite,,,Bangkok,"Business Intelligence, Data analysis, Data Analytics, Data Mining, Data visualization, Finance, KPIs",,
"Senior Data Analyst (Bangkok Based, Relocation Provided)",Senior,Full Time,111000.0,Career development,onsite,,,Bangkok,"A/B testing, Banking, Business Intelligence, Computer Science, Consulting, Data analysis, Data Analytics",,
Junior/Mid Data Analyst,Entry,Full Time,53000.0,"Insurance,Team events",onsite,,, Poland,"Big Data, Data Analytics, Data governance, Excel, NumPy, Pandas, Python",Poland,World
Data Engineer dbt H/F,Senior,Full Time,147500.0,,onsite,,, France,"Agile, Architecture, Azure, Big Data, Blockchain, CI/CD, DataOps",France,World
"Senior Staff Analytics Engineer (Remote, Americas)",Senior,Full Time,147000.0,,onsite,,, Canada,"Architecture, Data warehouse, Engineering, Excel, Pipelines, Spark, SQL",Canada,World
Head of Data Science and Visualisation,Executive,Full Time,166000.0,"Career development,Conferences,Health care,Salary bonus,Team events",onsite,,, United Kingdom,"Agile, AWS, Azure, Consulting, D3, Data Mining, Data visualization",United Kingdom,World
AI/ML/Vision Engineer,Mid,Full Time,72500.0,,onsite,,, Ireland,"Computer Vision, Data Analytics, Drones, Machine Learning, Python",Ireland,World
"2023 Fall Applied Science Internship - Machine Learning - United States, Student Science Recruiting",Entry,Full Time,169500.0,"Career development,Conferences,Equity,Health care,Relocation support",onsite,,, USA,"Bayesian, Clustering, Computer Science, Engineering, Machine Learning, Matlab, PhD",,
Head of Data Engineering & Data Services,Executive,Full Time,248500.0,Career development,onsite,,, United Kingdom,"Agile, Architecture, Azure, Big Data, Data Analytics, Data pipelines, Data strategy",United Kingdom,World
Senior/Principal Software Development Engineer in Test - (Machine Learning),Senior,Full Time,78500.0,"Career development,Equity,Flex hours,Insurance,Parental leave",onsite,,, India,"Agile, Architecture, Computer Science, Consulting, Distributed Systems, Engineering, Machine Learning",India,World
Computer Vision Scientist - Federal,Senior,Full Time,98500.0,,onsite,,, VA,"Agile, Classification, Computer Science, Computer Vision, Deep Learning, Docker, Engineering",,
"Senior Machine Learning Engineer (Modeling), Risk",Senior,Full Time,209500.0,"Career development,Equity,Health care,Insurance,Parental leave",onsite,,, United States,"Architecture, AWS, Banking, Big Data, Blockchain, Computer Science, Credit risk",United States,World
"Industry Senior Principal Sales Engineer, Data Science",Senior,Full Time,88500.0,"Conferences,Team events",remote,,, USA,"Architecture, Computer Science, Consulting, Data warehouse, Engineering, ETL, Machine Learning",,
Senior Machine Learning Engineer,Senior,Full Time,166000.0,"Career development,Competitive pay,Fitness / gym,Flex hours,Flex vacation",remote,,,Remote Spain,"Airflow, Deep Learning, DevOps, Engineering, Genetics, Kubeflow, Kubernetes",Spain,World
Data Analyst,Senior,Full Time,111000.0,,onsite,,, Colombia,"Excel, Spark",Colombia,Latin America
Staff Data Engineer,Senior,Full Time,88500.0,"Career development,Equity,Flex hours,Flex vacation,Gear",onsite,,, Czech Republic,"AWS, BigQuery, Data analysis, Data quality, Data visualization, Data Warehousing, Engineering",,
Amazon Robotics - Data Scientist Co-op - Fall 2023 (July - December),Entry,Full Time,69500.0,,onsite,,, USA,"AWS, Computer Science, Data analysis, Data visualization, DynamoDB, EC2, Engineering",,
MLOps Engineer,N/A,Full Time,80500.0,"Career development,Conferences,Flex hours,Flex vacation,Health care",onsite,,, United Kingdom,"Airflow, AWS, Databricks, ECS, Engineering, GCP, Kafka",United Kingdom,World
Senior Data Engineer (CMG Sales Strategy & Ops),Senior,Full Time,147500.0,,onsite,,, South Korea,"AWS, Azure, Excel, GCP, Kafka, Linux, MPP",,
Data Infrastructure Engineer,Senior,Full Time,78500.0,Startup environment,onsite,,, India,"Angular, Ansible, APIs, Architecture, Avro, Big Data, Computer Science",India,World
"Senior Tech Lead, Machine Learning",Senior,Full Time,88500.0,"Career development,Flex hours,Flex vacation,Health care,Insurance",remote,,, Remote,"Computer Science, Deep Learning, Machine Learning, Mathematics, NLP, PhD, Physics",,
Senior Computer Vision Systems Engineer,Senior,Full Time,205000.0,"Health care,Snacks / Drinks",onsite,,, United States,"Architecture, Autonomous Driving, Computer Vision, CUDA, Genetics, Linux, OpenCV",United States,World
Senior ML Engineer,Senior,Full Time,185500.0,Transparency,onsite,,,Helsinki,"A/B testing, Airflow, AWS, Azure, Big Data, BigQuery, CI/CD",,
Senior Data Scientist,Senior,Full Time,164500.0,"Career development,Equity,Health care,Parental leave,Salary bonus",remote,,,Remote,"Data analysis, Engineering, Jupyter, Machine Learning, ML models, NLP, NumPy",,
"Manager, Data Analytics, CHNW",Senior,Full Time,69000.0,Startup environment,onsite,,, South Africa,"Data Analytics, Engineering, Excel, Finance, Mathematics, Power BI, Python",South Africa,World
"Data Engineer, People Data",Senior,Full Time,147500.0,"Career development,Competitive pay,Flex vacation,Health care,Medical leave",remote,,, India,"Airflow, APIs, AWS, Azkaban, Data pipelines, Data warehouse, DevOps",India,World
Senior Risk and Data Analyst,Senior,Full Time,111000.0,Career development,onsite,,, Mauritius,"Agile, Excel, Finance",Mauritius,World
Corporate Research Analyst,Entry,Full Time,56000.0,"Career development,Flex hours",onsite,,, United Kingdom,"Big Data, Economics, Engineering, Excel, Finance, Python, Research",United Kingdom,World
Associate Data Science/ Data Analytics Consultant,Entry,Full Time,56000.0,"Career development,Competitive pay,Flex hours,Health care,Salary bonus",onsite,,, United Kingdom,"Banking, Big Data, Computer Science, Consulting, Consulting firm, Data analysis, Data Analytics",United Kingdom,World
"Senior BI Analyst (Supply Analytics) (Bangkok-based role, Relocation provided)",Senior,Full Time,63000.0,Career development,onsite,,,Bangkok,"A/B testing, Business Intelligence, Computer Science, Consulting, Data analysis, Data Analytics, Data Mining",,
Senior Perception Engineer,Senior,Full Time,177500.0,"Health care,Snacks / Drinks",onsite,,, United States,"Autonomous Driving, Computer Science, Computer Vision, Engineering, Genetics, Lidar, Python",United States,World
"Site Reliability Engineer - Kubernetes , Python, Spark/Kafka, Elasticsearch, Hadoop, Terraform",Senior,Full Time,78500.0,Startup environment,onsite,,, India,"Ansible, AWS, Azure, Computer Science, Data management, Data pipelines, Distributed Systems",India,World
"Sr Data Engineer - Spark, ETL, Pre-Processing, Pipeline, Machine Learning",Senior,Full Time,147500.0,"Startup environment,Team events",onsite,,, India,"Airflow, BigQuery, Business Intelligence, Computer Science, Distributed Systems, Docker, Engineering",India,World
Lead Aircraft Safety Engineer / RAMS Manager,Senior,Full Time,88500.0,,onsite,,, Ireland,"Architecture, Drones, Engineering",Ireland,World
"People Data Analyst, Talent Acquisition",Senior,Full Time,111000.0,,remote,,, Canada,"Business Intelligence, Computer Science, Data Analytics, Data warehouse, Engineering, Excel, Industrial",Canada,World
Sr. Data Scientist - Fraud and Abuse Detection,Senior,Full Time,157000.0,Career development,onsite,,,London or Munich or Amsterdam,"Agile, Computer Science, Data pipelines, Deep Learning, Engineering, Linux, Machine Learning",,
