job_title,level_job,job_type,annual_salary_usd,benefits,onsite_remote,category_job,company,location,skills,country,region
Business Intelligence Engineer - Technology Finance,Senior,Full Time,88500.0,,onsite,,, Poland,"Airflow, BigQuery, Business Intelligence, Dataproc, Data Studio, ETL, Excel",Poland,World
Staff Data Engineering (multiple openings),Senior,Full Time,147500.0,"Career development,Health care,Paid sabbatical,Parental leave",onsite,,, United States,"AWS, Data pipelines, Data quality, Engineering, ETL, MongoDB, MS SQL",United States,World
Senior Data Engineer,Senior,Full Time,147500.0,"Career development,Competitive pay,Startup environment,Team events",onsite,,, republic of,"APIs, Architecture, AWS, Azure, Big Data, Business Intelligence, Computer Science",,
Data Scientist,Mid,Full Time,,"Career development,Flex hours,Health care",onsite,,, United Kingdom,"E-commerce, Excel, Mathematics, Power BI, Python, R, SQL",United Kingdom,World
Machine Learning Engineer,Mid,Full Time,104500.0,"Career development,Competitive pay,Flex hours,Flex vacation,Health care",onsite,,, United States,"Computer Science, Computer Vision, Engineering, Keras, Machine Learning, Matlab, Model deployment",United States,World
IND Analyst/Data Scientist -Data Management,Senior,Full Time,157000.0,"Career development,Flex hours,Team events",onsite,,, India,"Big Data, Data Analytics, Data management, Data quality, Engineering, KPIs, Mathematics",India,World
Data Analyst (H/F),Senior,Full Time,,,onsite,,, France,SAS,France,World
Senior Data Engineer,Senior,Full Time,147500.0,Career development,onsite,,, Tunisia,"Ansible, AWS, Azure, Big Data, Computer Science, Consulting, Distributed Systems",Tunisia,World
"DataOps Engineer, Streaming, Madrid",Senior,Full Time,88500.0,"Flex vacation,Relocation support,Team events",onsite,,,Madrid,"Ansible, DataOps, ELK, Engineering, Git, Kafka, Linux",,
Data Analyst (Campaigns & Consumer Engagement),Senior,Full Time,111000.0,,onsite,,, Poland,"Data Studio, KPIs, Power BI, R, Tableau",Poland,World
"Manager, Data Engineering - NBC Sports Next",Executive,Full Time,248500.0,"Career development,Conferences,Fitness / gym,Team events",onsite,,, United States,"Agile, Airflow, Architecture, AWS, Data Analytics, Data management, Data visualization",United States,World
Marketing Data Analyst Intern,Entry,Internship,,"Career development,Fitness / gym,Flex vacation,Health care,Insurance",onsite,,, DE,"Banking, Business Analytics, Economics, Excel, Finance, Mathematics, Power BI",,
Junior Data Engineer,Entry,Full Time,97000.0,"Career development,Competitive pay,Flex hours",onsite,,, Belgium,"Azure, Bitbucket, CI/CD, Data Analytics, Databricks, DevOps, Engineering",Belgium,World
Specialist Solutions Architect - Data Engineering (Financial Services),Senior,Full Time,147500.0,"Career development,Flex hours,Flex vacation,Health care,Insurance",onsite,,,United States,"APIs, Architecture, AWS, Azure, Big Data, CI/CD, Computer Science",United States,World
Data Engineer (f/m/div.),Senior,Full Time,147500.0,Team events,onsite,,, Germany,"Agile, Airflow, Architecture, Azure, Big Data, Computer Science, Data pipelines",Germany,World
Data Analyst,Mid,Full Time,98500.0,"Career development,Competitive pay,Flex hours,Flex vacation,Health care",onsite,,, United Kingdom,"Finance, FinTech, Machine Learning, Python, Snowflake, SQL",United Kingdom,World
"Senior Internal Auditor, Data Analytics",Entry,Full Time,62500.0,"Competitive pay,Health care,Insurance",onsite,,,United States,"Computer Science, Data analysis, Data Analytics, Data strategy, Data visualization, Excel, Finance",United States,World
Manager Data Engineer,Senior,Full Time,147500.0,Startup environment,onsite,,,Hyderabad,"Airflow, Architecture, AWS, Azure, Banking, Big Data, BigQuery",,
Data Scientist / Machine Learning Engineer (f/m/div.),Senior,Full Time,157000.0,Team events,onsite,,, Germany,"Agile, Classification, Clustering, Computer Science, Deep Learning, HuggingFace, Keras",Germany,World
Data Analyst - Student Placement,Entry,Full Time,53000.0,,onsite,,, United Kingdom,"Agile, Economics, Excel, Finance, Industrial, Research",United Kingdom,World
BI Analyst Business Partner,Entry,Full Time,,"401(k) matching,Health care,Insurance,Salary bonus",remote,,, Remote,"Business Intelligence, Data warehouse, Economics, Excel, Finance, Power BI, Research",,
Data Analyst (f/m/div.),Senior,Full Time,111000.0,"Flex hours,Team events",onsite,,, Germany,"Agile, Architecture, Azure, Big Data, Computer Science, Data visualization, Engineering",Germany,World
Data Engineer - Managed service,Senior,Full Time,147500.0,"Career development,Flex hours,Team events",onsite,,, United Kingdom,"AWS, Azure, Consulting, Databricks, DevOps, ETL, Git",United Kingdom,World
Data Scientist - Portfolio Management,N/A,Full Time,131000.0,"Competitive pay,Flex hours,Health care,Snacks / Drinks,Team events",onsite,,,,"Big Data, Computer Science, Data quality, Economics, FinTech, Machine Learning, Mathematics",,
ETL Developer - Remote,Entry,Full Time,156500.0,,onsite,,, United States,"Data Mining, ETL, Machine Learning, MLOps, MS SQL, Oracle, SQL",United States,World
Data Analyst (12 Month FTC - Mat Cover) | Catalogue,N/A,Full Time,102500.0,"Career development,Conferences,Fertility benefits,Flex hours,Flex vacation",onsite,,, United Kingdom,"Agile, AWS, CX, Data analysis, Engineering, Git, Looker",United Kingdom,World
Big Data Architect,Senior,Full Time,,"Flex hours,Flex vacation,Parental leave,Startup environment",onsite,,, United States,"Agile, Ansible, Architecture, Azure, Big Data, CI/CD, Computer Science",United States,World
Project Manager - AI/NLP - Paris 2e,Entry,Full Time,56000.0,"Career development,Yoga",onsite,,, France,"Machine Learning, NLP",France,World
(Junior) Dispatch Manager / Data Analyst,Entry,Full Time,53000.0,"Career development,Team events",onsite,,, Germany,"Agile, Data analysis, Economics, Engineering, Python, Security",Germany,World
NLP-Natural Language Processing Engineers (language : Scandinavian) (H/F),Entry,Full Time,56000.0,"Health care,Team events",onsite,,, France,"Linux, NLP, Perl, Python, R, R&D",France,World
ALTERNANCE - Data Analyst RÃ©ferentiel Produits H/F,Entry,Full Time,53000.0,,onsite,,, France,"BigQuery, Excel, Power BI, Python",France,World
"Research Engineer, Applied, Mountain View",Senior,Full Time,168000.0,"Career development,Equity,Fitness / gym,Flex hours,Health care",onsite,,, US,"Computer Science, Engineering, Machine Learning, Mathematics, PhD, Prototyping, Python",,
Senior Data Engineer,Senior,Full Time,190000.0,"Equity,Travel",onsite,,, United States,"AWS, Big Data, Computer Science, Data governance, Data pipelines, Data quality, Data warehouse",United States,World
Artificial Intelligence (AI) Enterprise Data Engineering Functional Specialist (FS)/Subject Matter Expert (SME),Senior,Full Time,147500.0,,onsite,,, VA,"Architecture, Computer Science, Computer Vision, Engineering, Finance, Machine Learning, Python",,
Data Analyst,Senior,Full Time,111000.0,"Career development,Equity,Health care,Parental leave,Startup environment",remote,,, Remote,"BigQuery, Business Intelligence, Data analysis, Data pipelines, Data quality, Data strategy, Data warehouse",,
BI Analyst (f/m/d),Entry,Full Time,63000.0,Team events,onsite,,, Germany,"Data warehouse, E-commerce, Engineering, Excel, Power BI, QuickSight, SQL",Germany,World
Machine Learning Engineer,Mid,Full Time,104500.0,Career development,onsite,,, United Kingdom,"Agile, Architecture, Computer Science, Deep Learning, Engineering, Linear algebra, Machine Learning",United Kingdom,World
Senior Data Scientist,Senior,Full Time,157000.0,"Career development,Competitive pay,Startup environment",onsite,,, IL,"A/B testing, AWS, Azure, Big Data, Computer Science, Crypto, Data Analytics",,
Staff Machine Learning Engineer,Senior,Full Time,88500.0,"Career development,Competitive pay,Equity,Flex hours,Lunch / meals",onsite,,, UK,"Architecture, AWS, Business Intelligence, CI/CD, Computer Vision, Deep Learning, Docker",,
"Senior Software Engineer, Machine Learning",Senior,Full Time,98500.0,"Career development,Competitive pay,Equity,Flex hours,Flex vacation",onsite,,, Canada,"AWS, Computer Science, Crypto, Databricks, Engineering, GCP, Git",Canada,World
Staff Software Engineer - Applied Machine Learning,Senior,Full Time,88500.0,"Career development,Equity,Fertility benefits,Flex hours,Flex vacation",remote,,, CA or Remote,"Engineering, LLMs, Machine Learning, NLP, Python",,
Research Engineer - Credit Insight,N/A,Full Time,199500.0,"Career development,Competitive pay,Flex hours,Health care,Snacks / Drinks",onsite,,,,"Banking, Big Data, Computer Science, Finance, FinTech, Machine Learning, Privacy",,
Sr. Data Analyst,Senior,Full Time,111000.0,,onsite,,, India,"Agile, Data management, Data Mining, Data quality, Data strategy, Data visualization, Data warehouse",India,World
Mid/Senior Data Analyst (Pricing),Senior,Full Time,111000.0,"Career development,Lunch / meals",onsite,,, Poland,"Data Analytics, Data Studio, GCP, KPIs, Machine Learning, Python, SQL",Poland,World
Senior Software Engineer - Algorithm and Machine Learning (Abnormal Detection),Senior,Full Time,78500.0,"Career development,Competitive pay,Flat hierarchy,Flex hours,Relocation support",onsite,,,Asia,"Blockchain, Crypto, Deep Learning, Finance, Flink, Machine Learning, Privacy",,
Retail Analytics Data Engineer,Mid,Full Time,96500.0,"Career development,Competitive pay,Flex hours,Startup environment,Team events",onsite,,, Australia,"AWS, Azure, Data Analytics, Data pipelines, Engineering, ETL, GCP",Australia,World
"DataOps Engineer, ELK stack, Madrid",N/A,Full Time,80500.0,"Flex vacation,Relocation support",onsite,,,Madrid,"Ansible, DataOps, ELK, Kafka, Linux, Testing",,
Junior Data Scientist,Entry,Full Time,69500.0,"Career development,Flex hours,Health care",onsite,,, United Kingdom,"Data visualization, E-commerce, Excel, Machine Learning, Mathematics, Power BI, Python",United Kingdom,World
Data Engineer (Data Science Hub),N/A,Full Time,133500.0,"Career development,Lunch / meals,Salary bonus,Startup environment",onsite,,,,"Airflow, Architecture, AWS, Azure, Big Data, BigQuery, CI/CD",,
Data Scientist,Mid,Full Time,88000.0,"Career development,Equity,Health care",onsite,,, United States,"Data pipelines, Engineering, Feature engineering, Keras, Linux, Machine Learning, Mathematics",United States,World
Data Engineer (remoto en EspaÃ±a),Mid,Full Time,96500.0,Career development,remote,,, Remote,"Athena, AWS, Big Data, Business Intelligence, Machine Learning, Metabase, MS SQL",,
Data Analyst,Mid,Full Time,98500.0,"Health care,Home office stipend,Unlimited paid time off",remote,,, Remote,"Data visualization, E-commerce, Econometrics, Finance, Looker, Power BI, Python",,
Senior Big Data Engineer - Data & AI,Senior,Full Time,45000.0,"Career development,Conferences,Gear,Lunch / meals,Salary bonus",onsite,,, Poland,"Agile, Airflow, Big Data, BigQuery, CI/CD, Dataflow, Data governance",Poland,World
Client Services Data Analyst,Entry,Full Time,53000.0,"Career development,Competitive pay,Health care,Startup environment,Team events",onsite,,, United States,"Excel, Genetics, Research",United States,World
Senior Data Engineer,Senior,Full Time,147500.0,"Career development,Competitive pay,Parental leave,Startup environment,Wellness",remote,,,Latam based Remote,"Agile, AWS, Azure, Cassandra, Data management, Engineering, ETL",,
Machine Learning Operations Engineer,N/A,Full Time,80500.0,"Flex hours,Startup environment",onsite,,, Switzerland,"Agile, Architecture, AWS, CI/CD, Distributed Systems, Docker, Engineering",Switzerland,World
Data Scientist,Mid,Full Time,88000.0,Career development,onsite,,, Belgium,"Business Intelligence, Data Analytics, Data management, ETL, Hadoop, Machine Learning, MongoDB",Belgium,World
Data Engineer,Senior,Full Time,147500.0,"Career development,Equity,Health care,Parental leave,Startup environment",remote,,, Remote,"BigQuery, Business Intelligence, Data analysis, Data pipelines, Data quality, Data strategy, Data warehouse",,
"Machine Learning Engineer - NLP (Remote, India)",Senior,Full Time,166000.0,Startup environment,onsite,,,India,"Classification, Computer Science, Deep Learning, Machine Learning, Mathematics, NLP, Pipelines",India,World
Senior Analytics Engineer,Senior,Full Time,134000.0,"401(k) matching,Career development,Competitive pay,Equity,Fertility benefits",onsite,,,New York City,"Airflow, Data governance, Data pipelines, Engineering, Finance, Looker, Machine Learning",,
AI Product Owner - Manufacturing (f/m/div.),Entry,Full Time,56000.0,Career development,onsite,,, Germany,"Computer Science, Engineering, GitHub, Industrial, Machine Learning, Physics, Research",Germany,World
Data Engineer,Mid,Full Time,96500.0,"Career development,Equity,Flex hours,Flex vacation,Startup environment",remote,,, Remote,"APIs, Architecture, Banking, Cassandra, Consulting, DataOps, Data pipelines",,
Senior Business Intelligence Engineer,Senior,Full Time,157000.0,"Career development,Equity,Health care,Insurance,Parental leave",onsite,,, United States,"Airflow, Architecture, Banking, BigQuery, Blockchain, Business Intelligence, Computer Science",United States,World
Data Analyst,Mid,Full Time,98500.0,Competitive pay,onsite,,, United States,"Computer Science, Data Analytics, Data Mining, Data quality, Power BI, Research, Tableau",United States,World
Consultant Senior Data Visualisation - H/F,Senior,Full Time,88500.0,,onsite,,, France,"Big Data, Data management, PHP, Power BI, Python, Qlik, QlikView",France,World
Computational Biologist - Product Development / Single Cell,N/A,Full Time,171500.0,"Equity,Flex hours,Salary bonus",onsite,,, USA HQ,"Biology, Computer Science, Data analysis, Excel, Mathematics, PhD, Physics",,
Manager Data Engineering,Senior,Full Time,,"Flex hours,Flex vacation,Parental leave,Startup environment",onsite,,, United States,"Agile, Ansible, Architecture, Azure, CI/CD, Computer Science, Consulting",United States,World
Engineer (Data Engineer),Senior,Full Time,147500.0,"Career development,Wellness",onsite,,, India,"Agile, Business Intelligence, Computer Science, Engineering, Genetics, PostgreSQL, Python",India,World
